Annie,oldFemale
Willie,middleAgedMale
Mattie,oldFemale
Ruby,oldFemale
Ethel,oldFemale
Lillie,oldFemale
Ruth,oldFemale
Bessie,oldFemale
Elizabeth,youngFemale
Emma,youngFemale
